Question_ID,Comprehension,Question,Examiner_Answer,Student_Answer,Student_Score,Question_Score
4,"Characteristics of SQL
?	High Performance
?	SQL provide high performance programming capability for highly transactional, heavy workload and high usage database system. SQL programming gives various ways to describe the data more analytically.
?	High Availability
?	SQL is compatible with databases like MS Access, Microsoft SQL Server, MySQL, Oracle Database, SAP HANA, SAP Adaptive Server, etc. All of these relational database management systems support SQL and it is easy to create an application extension for procedural programming and various other functions which is additional features thus converting SQL into a powerful tool.
?	Scalability and Flexibility
?	SQL provide Scalability and Flexibility. It is very easy to create new tables and previously created or not used tables can be dropped or deleted in a database.
?	Robust Transactional Support
?	With SQL programming can handle large records and manage numerous transactions.
?	High Security
?	It is very easy to provide permissions on tables, procedures, and views hence SQL give security to your data.
?	Comprehensive Application Development
?	SQL is used by many programmers to program apps to access a database. No matter what is the size of organization, SQL works for every small or large organization.
?	Management Ease
?	SQL is used in almost every relational database management system. “Select“, “Create”, “Insert”, “Drop”, “Update”, and “Delete” are the standard and common SQL commands that helps us to manage large amount of data from a database very quickly and efficiently.
?	Open Source
?	SQL is an open-source programming language for building relational database management system",List EIGHT characteristics of SQL and explain any FOUR,"Characteristics of SQL
?	High Performance
?	SQL provide high performance programming capability for highly transactional, heavy workload and high usage database system. SQL programming gives various ways to describe the data more analytically.
?	High Availability
?	SQL is compatible with databases like MS Access, Microsoft SQL Server, MySQL, Oracle Database, SAP HANA, SAP Adaptive Server, etc. All of these relational database management systems support SQL and it is easy to create an application extension for procedural programming and various other functions which is additional features thus converting SQL into a powerful tool.
?	Scalability and Flexibility
?	SQL provide Scalability and Flexibility. It is very easy to create new tables and previously created or not used tables can be dropped or deleted in a database.
?	Robust Transactional Support
?	With SQL programming can handle large records and manage numerous transactions.
?	High Security
?	It is very easy to provide permissions on tables, procedures, and views hence SQL give security to your data.
?	Comprehensive Application Development
?	SQL is used by many programmers to program apps to access a database. No matter what is the size of organization, SQL works for every small or large organization.
?	Management Ease
?	SQL is used in almost every relational database management system. “Select“, “Create”, “Insert”, “Drop”, “Update”, and “Delete” are the standard and common SQL commands that helps us to manage large amount of data from a database very quickly and efficiently.
?	Open Source
?	SQL is an open-source programming language for building relational database management system","?	Robust Transactional Support
?	With SQL programming can handle large records and manage numerous transactions.
?	High Security
?	It is very easy to provide permissions on tables, procedures, and views hence SQL give security to your data.",5,6
4,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",What are the advantages of Structured Query language,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",SQL,0,3
4,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",What are the advantages of Structured Query language,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.","?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.",3,3
4,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",What are the advantages of Structured Query language,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",SQL,0,3
4,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",What are the advantages of Structured Query language,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.","?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views",1,3
4,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.",What are the advantages of Structured Query language,"SQL Advantages:
?	SQL is widely popular because it offers the following advantages ?
?	Allows users to access data in the relational database management systems.
?	Allows users to describe the data.
?	Allows users to define the data in a database and manipulate that data.
?	Allows to embed within other languages using SQL modules, libraries & pre-compilers.
?	Allows users to create and drop databases and tables.
?	Allows users to create view, stored procedure, functions in a database.
?	Allows users to set permissions on tables, procedures and views.","?	Allows users to create and drop databases and tables",1,6
4,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.",List FIVE features of Ruby language and explain any THREE,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.",rRuby,0,6
4,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.",List FIVE features of Ruby language and explain any THREE,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.","Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.",5,6
4,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.",List FIVE features of Ruby language and explain any THREE,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.","1.	Dynamic typing and Duck typing.
2.	Exception handling.
3.	Garbage collector.
4.	Portable",5,6
4,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.",List FIVE features of Ruby language and explain any THREE,"Ruby Features:
1.	Object-oriented.
2.	Flexibility.
3.	Expressive feature.
4.	Mixins.
5.	Visual appearance.
6.	Dynamic typing and Duck typing.
7.	Exception handling.
8.	Garbage collector.
9.	Portable
10.	Keywords
11.	Statement delimiters
12.	Variable constants
13.	Naming conventions
14.	Keyword arguments
15.	Method names
16.	Singleton methods
?	Missing method
?	Case Sensitive

Features explanation
Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.","Object Oriented
Ruby is purely object-oriented programming language. Each and every value is an object. Every object has a class and every class has a super class. Every code has their properties and actions. Ruby is influenced with Smalltalk language. Rules applying to objects applies to the entire Ruby.

Flexibility
Ruby is a flexible language as you can easily remove, redefine or add existing parts to it. It allows its users to freely alter its parts as they wish.

Mixins
Ruby has a feature of single inheritance only. Ruby has classes as well as modules. A module has methods but no instances. Instead, a module can be mixed into a class, which adds the method of that module to the class. It is similar to inheritance but much more flexible.

Dynamic typing and Duck typing
Ruby is a dynamic programming language. Ruby programs are not compiled. All class, module and method definition are built by the code when it run.

Ruby variables are loosely typed language, which means any variable can hold any type of object. When a method is called on an object, Ruby only looks up at the name irrespective of the type of object. This is duck typing. It allows you to make classes that pretend to be other classes.

Variable constants
In Ruby, constants are not really constant. If an already initialized constant will be modified in a script, it will simply trigger a warning but will not halt your program.",2,3
4,"?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").
?	The VB-IDE has been highly optimized to support rapid application development (""RAD"").
?	It is particularly easy to develop graphical user interfaces and to connect them to handler functions provided by the application.
?	The graphical user interface of the VB-IDE provides intuitively appealing views for the management of the program structure in the large and the various types of entities (classes, modules, procedures, forms, ...).
?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.
?	VB is a component integration language which is attuned to Microsoft's Component Object Model (""COM"").
?	COM components can be written in different languages and then integrated using VB.
?	Interfaces of COM components can be easily called remotely via Distributed COM (""DCOM""), which makes it easy to construct distributed applications.",What are the advantages of Visual Basic,"?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").
?	The VB-IDE has been highly optimized to support rapid application development (""RAD"").
?	It is particularly easy to develop graphical user interfaces and to connect them to handler functions provided by the application.
?	The graphical user interface of the VB-IDE provides intuitively appealing views for the management of the program structure in the large and the various types of entities (classes, modules, procedures, forms, ...).
?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.
?	VB is a component integration language which is attuned to Microsoft's Component Object Model (""COM"").
?	COM components can be written in different languages and then integrated using VB.
?	Interfaces of COM components can be easily called remotely via Distributed COM (""DCOM""), which makes it easy to construct distributed applications.",Visual Basic,0,3
4,"?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").
?	The VB-IDE has been highly optimized to support rapid application development (""RAD"").
?	It is particularly easy to develop graphical user interfaces and to connect them to handler functions provided by the application.
?	The graphical user interface of the VB-IDE provides intuitively appealing views for the management of the program structure in the large and the various types of entities (classes, modules, procedures, forms, ...).
?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.
?	VB is a component integration language which is attuned to Microsoft's Component Object Model (""COM"").
?	COM components can be written in different languages and then integrated using VB.
?	Interfaces of COM components can be easily called remotely via Distributed COM (""DCOM""), which makes it easy to construct distributed applications.",What are the advantages of Visual Basic,"?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").
?	The VB-IDE has been highly optimized to support rapid application development (""RAD"").
?	It is particularly easy to develop graphical user interfaces and to connect them to handler functions provided by the application.
?	The graphical user interface of the VB-IDE provides intuitively appealing views for the management of the program structure in the large and the various types of entities (classes, modules, procedures, forms, ...).
?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.
?	VB is a component integration language which is attuned to Microsoft's Component Object Model (""COM"").
?	COM components can be written in different languages and then integrated using VB.
?	Interfaces of COM components can be easily called remotely via Distributed COM (""DCOM""), which makes it easy to construct distributed applications.","?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").",3,3
4,"?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").
?	The VB-IDE has been highly optimized to support rapid application development (""RAD"").
?	It is particularly easy to develop graphical user interfaces and to connect them to handler functions provided by the application.
?	The graphical user interface of the VB-IDE provides intuitively appealing views for the management of the program structure in the large and the various types of entities (classes, modules, procedures, forms, ...).
?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.
?	VB is a component integration language which is attuned to Microsoft's Component Object Model (""COM"").
?	COM components can be written in different languages and then integrated using VB.
?	Interfaces of COM components can be easily called remotely via Distributed COM (""DCOM""), which makes it easy to construct distributed applications.",What are the advantages of Visual Basic,"?	Advantages of Visual Basic
?	The structure of the Basic programming language is very simple, particularly as to the executable code.
?	VB is not only a language but primarily an integrated, interactive development environment (""IDE"").
?	The VB-IDE has been highly optimized to support rapid application development (""RAD"").
?	It is particularly easy to develop graphical user interfaces and to connect them to handler functions provided by the application.
?	The graphical user interface of the VB-IDE provides intuitively appealing views for the management of the program structure in the large and the various types of entities (classes, modules, procedures, forms, ...).
?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.
?	VB is a component integration language which is attuned to Microsoft's Component Object Model (""COM"").
?	COM components can be written in different languages and then integrated using VB.
?	Interfaces of COM components can be easily called remotely via Distributed COM (""DCOM""), which makes it easy to construct distributed applications.","?	VB provides a comprehensive interactive and context-sensitive online help system.
?	When editing program texts the ""IntelliSense"" technology informs you in a little popup window about the types of constructs that may be entered at the current cursor location.",1,5
4,"Algol stands for Algorithmic Language. Algol served as a starting point in the development of languages such as Pascal, C, C++, and Java.
•	ALGOL stands for ALGOrithmic Language.
•	The initial phase of the most popular programming languages of C, C++, and JAVA was from ALGOL.
•	It was also the first language implementing the nested function and has a simple syntax than FORTRAN.
•	The first programming language to have a code block like “begin” that indicates that your program has started and “end” means you have ended your code
ALGOL's syntax and structure directly influenced a number of other languages, which have come to be known as ""Algol-like"" languages. The languages such as C, C++, and JAVA derives their structures from ALGOL.","Characterize the significance of ALGOL in relation to C, C++ and Java","Algol stands for Algorithmic Language. Algol served as a starting point in the development of languages such as Pascal, C, C++, and Java.
•	ALGOL stands for ALGOrithmic Language.
•	The initial phase of the most popular programming languages of C, C++, and JAVA was from ALGOL.
•	It was also the first language implementing the nested function and has a simple syntax than FORTRAN.
•	The first programming language to have a code block like “begin” that indicates that your program has started and “end” means you have ended your code
ALGOL's syntax and structure directly influenced a number of other languages, which have come to be known as ""Algol-like"" languages. The languages such as C, C++, and JAVA derives their structures from ALGOL.",ALGOL,0,5
4,"Algol stands for Algorithmic Language. Algol served as a starting point in the development of languages such as Pascal, C, C++, and Java.
•	ALGOL stands for ALGOrithmic Language.
•	The initial phase of the most popular programming languages of C, C++, and JAVA was from ALGOL.
•	It was also the first language implementing the nested function and has a simple syntax than FORTRAN.
•	The first programming language to have a code block like “begin” that indicates that your program has started and “end” means you have ended your code
ALGOL's syntax and structure directly influenced a number of other languages, which have come to be known as ""Algol-like"" languages. The languages such as C, C++, and JAVA derives their structures from ALGOL.","Characterize the significance of ALGOL in relation to C, C++ and Java","Algol stands for Algorithmic Language. Algol served as a starting point in the development of languages such as Pascal, C, C++, and Java.
•	ALGOL stands for ALGOrithmic Language.
•	The initial phase of the most popular programming languages of C, C++, and JAVA was from ALGOL.
•	It was also the first language implementing the nested function and has a simple syntax than FORTRAN.
•	The first programming language to have a code block like “begin” that indicates that your program has started and “end” means you have ended your code
ALGOL's syntax and structure directly influenced a number of other languages, which have come to be known as ""Algol-like"" languages. The languages such as C, C++, and JAVA derives their structures from ALGOL.","•	ALGOL stands for ALGOrithmic Language.
•	The initial phase of the most popular programming languages of C, C++, and JAVA was from ALGOL.",4,5
4,"1.	C
2.	Java 
3.	Python
4.	C++
5.	C# 
6.	Visual Basic 
7.	JavaScript
8.	PASCAL
9.	Ruby
10.	PHP
11.	SQL
12.	ADA
13.	Lisp
14.	PL/1
15.	R
16.	Groovy 
17.	HTML and CSS
18.	Swift
19.	Golang (Go)
20.	ALGOL
21.	Pascal
22.	FORTRAN
23.	Smalltalk
24.	Objective-C
25.	Perl",List any 20 programming languages,"1.	C
2.	Java 
3.	Python
4.	C++
5.	C# 
6.	Visual Basic 
7.	JavaScript
8.	PASCAL
9.	Ruby
10.	PHP
11.	SQL
12.	ADA
13.	Lisp
14.	PL/1
15.	R
16.	Groovy 
17.	HTML and CSS
18.	Swift
19.	Golang (Go)
20.	ALGOL
21.	Pascal
22.	FORTRAN
23.	Smalltalk
24.	Objective-C
25.	Perl",java,0,5
4,"1.	C
2.	Java 
3.	Python
4.	C++
5.	C# 
6.	Visual Basic 
7.	JavaScript
8.	PASCAL
9.	Ruby
10.	PHP
11.	SQL
12.	ADA
13.	Lisp
14.	PL/1
15.	R
16.	Groovy 
17.	HTML and CSS
18.	Swift
19.	Golang (Go)
20.	ALGOL
21.	Pascal
22.	FORTRAN
23.	Smalltalk
24.	Objective-C
25.	Perl",List any 20 programming languages,"1.	C
2.	Java 
3.	Python
4.	C++
5.	C# 
6.	Visual Basic 
7.	JavaScript
8.	PASCAL
9.	Ruby
10.	PHP
11.	SQL
12.	ADA
13.	Lisp
14.	PL/1
15.	R
16.	Groovy 
17.	HTML and CSS
18.	Swift
19.	Golang (Go)
20.	ALGOL
21.	Pascal
22.	FORTRAN
23.	Smalltalk
24.	Objective-C
25.	Perl","1.	C
2.	Java 
3.	Python
4.	C++
5.	C# 
6.	Visual Basic 
7.	JavaScript
8.	PASCAL
9.	Ruby
10.	PHP
11.	SQL
12.	ADA
13.	Lisp
14.	PL/1
15.	R
16.	Groovy ",5,5
